OG0000000	sp|C0HL66|H33A_DROME Histone H3.3A OS=Drosophila melanogaster OX=7227 GN=His3.3A PE=1 SV=1
OG0003253	sp|Q96NW4|ANR27_HUMAN Ankyrin repeat domain-containing protein 27 OS=Homo sapiens OX=9606 GN=ANKRD27 PE=1 SV=2
OG0003254	sp|Q9Y2G3|AT11B_HUMAN Probable phospholipid-transporting ATPase IF OS=Homo sapiens OX=9606 GN=ATP11B PE=1 SV=2
OG0003255	sp|Q5ZIL9|KBP_CHICK KIF1-binding protein homolog OS=Gallus gallus OX=9031 GN=kbp PE=2 SV=1
OG0003256	sp|P44263|Y1586_HAEIN Uncharacterized protein HI_1586 OS=Haemophilus influenzae (strain ATCC 51907 / Rd) OX=71421 GN=HI_1586 PE=4 SV=1
OG0003257	sp|Q8WVM8|SCFD1_HUMAN Sec1 family domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SCFD1 PE=1 SV=4
OG0003258	sp|Q32PX2|AIMP2_RAT Aminoacyl tRNA synthase complex-interacting multifunctional protein 2 OS=Rattus norvegicus OX=10116 GN=Aimp2 PE=2 SV=1
OG0003260	sp|Q6DCT2|ARMD3_XENLA Armadillo-like helical domain-containing protein 3 OS=Xenopus laevis OX=8355 GN=armh3 PE=2 SV=2
OG0003261	sp|Q9U518|ASPG_DIRIM L-asparaginase OS=Dirofilaria immitis OX=6287 PE=1 SV=1
OG0003262	sp|Q9CQR6|PPP6_MOUSE Serine/threonine-protein phosphatase 6 catalytic subunit OS=Mus musculus OX=10090 GN=Ppp6c PE=1 SV=1
OG0003263	sp|Q8WUQ7|CATIN_HUMAN Cactin OS=Homo sapiens OX=9606 GN=CACTIN PE=1 SV=3
OG0003264	sp|J7FQE8|CYTB_OPLFA Cystatin-B OS=Oplegnathus fasciatus OX=163134 PE=2 SV=1
OG0003265	sp|E1C231|LTN1_CHICK E3 ubiquitin-protein ligase listerin OS=Gallus gallus OX=9031 GN=LTN1 PE=3 SV=1
OG0003266	sp|Q9VTC4|GALL2_DROME MIP18 family protein galla-2 OS=Drosophila melanogaster OX=7227 GN=galla-2 PE=1 SV=1
OG0003267	sp|G5CTG7|AQP10_MILTA Aquaporin-10 OS=Milnesium tardigradum OX=46460 GN=AQP10 PE=1 SV=1
OG0003268	sp|Q86WZ0|HEAT4_HUMAN HEAT repeat-containing protein 4 OS=Homo sapiens OX=9606 GN=HEATR4 PE=2 SV=2
OG0003269	sp|Q9R101|LIPS_ICTTR Hormone-sensitive lipase OS=Ictidomys tridecemlineatus OX=43179 GN=LIPE PE=2 SV=1
OG0003270	sp|Q02241|KIF23_HUMAN Kinesin-like protein KIF23 OS=Homo sapiens OX=9606 GN=KIF23 PE=1 SV=3
OG0003271	sp|Q9V3G7|PSMD6_DROME 26S proteasome non-ATPase regulatory subunit 6 OS=Drosophila melanogaster OX=7227 GN=Rpn7 PE=2 SV=1
OG0003273	sp|Q9Z2Y1|TIM_RAT Protein timeless homolog OS=Rattus norvegicus OX=10116 GN=Timeless PE=1 SV=1
OG0003274	sp|Q5VTD9|GFI1B_HUMAN Zinc finger protein Gfi-1b OS=Homo sapiens OX=9606 GN=GFI1B PE=1 SV=1
OG0003275	sp|F1RCP1|BECN1_DANRE Beclin-1 OS=Danio rerio OX=7955 GN=becn1 PE=2 SV=3
OG0003276	sp|Q6NXM2|RCBT1_MOUSE RCC1 and BTB domain-containing protein 1 OS=Mus musculus OX=10090 GN=Rcbtb1 PE=1 SV=1
OG0003277	sp|Q61143|TRPC6_MOUSE Short transient receptor potential channel 6 OS=Mus musculus OX=10090 GN=Trpc6 PE=1 SV=3
OG0003278	sp|P26221|GUN4_THEFU Endoglucanase E-4 OS=Thermobifida fusca OX=2021 GN=celD PE=1 SV=2
OG0003280	sp|A5PK63|RS17_BOVIN 40S ribosomal protein S17 OS=Bos taurus OX=9913 GN=RPS17 PE=2 SV=1
OG0003281	sp|P48148|RHO1_DROME Ras-like GTP-binding protein Rho1 OS=Drosophila melanogaster OX=7227 GN=Rho1 PE=1 SV=1
OG0003282	sp|P41824|YBOXH_APLCA Y-box factor homolog OS=Aplysia californica OX=6500 PE=2 SV=1
OG0003283	sp|Q9EQN5|SMBP2_RAT DNA-binding protein SMUBP-2 OS=Rattus norvegicus OX=10116 GN=Ighmbp2 PE=1 SV=1
OG0003284	sp|Q9NR09|BIRC6_HUMAN Baculoviral IAP repeat-containing protein 6 OS=Homo sapiens OX=9606 GN=BIRC6 PE=1 SV=2
OG0003285	sp|Q08BD8|MTRF2_DANRE Mitochondrial fission regulator 2 OS=Danio rerio OX=7955 GN=mtfr2 PE=2 SV=1
OG0003286	sp|Q32KL4|RMD1_BOVIN Regulator of microtubule dynamics protein 1 OS=Bos taurus OX=9913 GN=RMDN1 PE=2 SV=1
OG0003287	sp|Q4R6M4|TTC29_MACFA Tetratricopeptide repeat protein 29 OS=Macaca fascicularis OX=9541 GN=TTC29 PE=2 SV=1
OG0003288	sp|Q6ZQ89|MARH6_MOUSE E3 ubiquitin-protein ligase MARCH6 OS=Mus musculus OX=10090 GN=March6 PE=2 SV=2
OG0003289	sp|Q2TLZ3|MACOI_BOVIN Macoilin OS=Bos taurus OX=9913 GN=MACO1 PE=2 SV=1
OG0003290	sp|P49796|RGS3_HUMAN Regulator of G-protein signaling 3 OS=Homo sapiens OX=9606 GN=RGS3 PE=1 SV=2
OG0003291	sp|Q9Y2I1|NISCH_HUMAN Nischarin OS=Homo sapiens OX=9606 GN=NISCH PE=1 SV=3
OG0003292	sp|Q5ZK03|SC23A_CHICK Protein transport protein Sec23A OS=Gallus gallus OX=9031 GN=SEC23A PE=2 SV=1
OG0003293	sp|P52565|GDIR1_HUMAN Rho GDP-dissociation inhibitor 1 OS=Homo sapiens OX=9606 GN=ARHGDIA PE=1 SV=3
OG0003294	sp|Q9NU22|MDN1_HUMAN Midasin OS=Homo sapiens OX=9606 GN=MDN1 PE=1 SV=2
OG0003295	sp|P12545|PLMN_MACMU Plasminogen OS=Macaca mulatta OX=9544 GN=PLG PE=2 SV=1
OG0003296	sp|Q5F3R2|KDM5B_CHICK Lysine-specific demethylase 5B OS=Gallus gallus OX=9031 GN=KDM5B PE=2 SV=1
OG0003298	sp|Q9CR47|NSA2_MOUSE Ribosome biogenesis protein NSA2 homolog OS=Mus musculus OX=10090 GN=Nsa2 PE=2 SV=1
OG0003300	sp|B1WAP7|DVL3_XENTR Segment polarity protein dishevelled homolog DVL-3 OS=Xenopus tropicalis OX=8364 GN=dvl3 PE=2 SV=1
OG0003301	sp|Q9Y4C8|RBM19_HUMAN Probable RNA-binding protein 19 OS=Homo sapiens OX=9606 GN=RBM19 PE=1 SV=3
OG0003302	sp|Q8BMN4|LMLN_MOUSE Leishmanolysin-like peptidase OS=Mus musculus OX=10090 GN=Lmln PE=2 SV=1
OG0003303	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0003305	sp|Q6GPJ8|CEP97_XENLA Centrosomal protein of 97 kDa OS=Xenopus laevis OX=8355 GN=cep97 PE=2 SV=1
OG0003306	sp|A2A432|CUL4B_MOUSE Cullin-4B OS=Mus musculus OX=10090 GN=Cul4b PE=1 SV=1
OG0003307	sp|Q1ECX4|TLK2_DANRE Serine/threonine-protein kinase tousled-like 2 OS=Danio rerio OX=7955 GN=tlk2 PE=2 SV=2
OG0003308	sp|P12815|PDCD6_MOUSE Programmed cell death protein 6 OS=Mus musculus OX=10090 GN=Pdcd6 PE=1 SV=2
OG0003309	sp|O14733|MP2K7_HUMAN Dual specificity mitogen-activated protein kinase 7 OS=Homo sapiens OX=9606 GN=MAP2K7 PE=1 SV=2
OG0003310	sp|O04854|CAMT_EUCGU Caffeoyl-CoA O-methyltransferase OS=Eucalyptus gunnii OX=3933 PE=2 SV=1
OG0003312	sp|Q9FGR0|CPSF1_ARATH Cleavage and polyadenylation specificity factor subunit 1 OS=Arabidopsis thaliana OX=3702 GN=CPSF160 PE=1 SV=2
OG0003314	sp|O13055|GNAI2_ORYLA Guanine nucleotide-binding protein G(i) subunit alpha-2 OS=Oryzias latipes OX=8090 GN=gnai2 PE=2 SV=3
OG0003316	sp|P27653|C1TC_RAT C-1-tetrahydrofolate synthase cytoplasmic OS=Rattus norvegicus OX=10116 GN=Mthfd1 PE=1 SV=3
OG0003317	sp|P59764|DOCK4_MOUSE Dedicator of cytokinesis protein 4 OS=Mus musculus OX=10090 GN=Dock4 PE=1 SV=1
OG0003318	sp|Q80Y75|DJB13_MOUSE DnaJ homolog subfamily B member 13 OS=Mus musculus OX=10090 GN=Dnajb13 PE=1 SV=1
OG0003319	sp|Q3MHG0|COG4_BOVIN Conserved oligomeric Golgi complex subunit 4 OS=Bos taurus OX=9913 GN=COG4 PE=2 SV=1
OG0003321	sp|Q8NFA0|UBP32_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1
OG0003322	sp|P62345|CDPK4_PLABA Calcium-dependent protein kinase 4 OS=Plasmodium berghei (strain Anka) OX=5823 GN=CPK4 PE=1 SV=2
OG0003323	sp|Q8IZ41|RASEF_HUMAN Ras and EF-hand domain-containing protein OS=Homo sapiens OX=9606 GN=RASEF PE=1 SV=1
OG0003324	sp|B8FZA5|PTH_DESHD Peptidyl-tRNA hydrolase OS=Desulfitobacterium hafniense (strain DCB-2 / DSM 10664) OX=272564 GN=pth PE=3 SV=1
OG0003325	sp|Q8NCW6|GLT11_HUMAN Polypeptide N-acetylgalactosaminyltransferase 11 OS=Homo sapiens OX=9606 GN=GALNT11 PE=1 SV=2
OG0003326	sp|Q9Y2K7|KDM2A_HUMAN Lysine-specific demethylase 2A OS=Homo sapiens OX=9606 GN=KDM2A PE=1 SV=3
OG0003327	sp|Q8VBT1|TXLNB_MOUSE Beta-taxilin OS=Mus musculus OX=10090 GN=Txlnb PE=1 SV=2
OG0003330	sp|Q6P423|MED23_XENLA Mediator of RNA polymerase II transcription subunit 23 OS=Xenopus laevis OX=8355 GN=med23 PE=2 SV=1
OG0003331	sp|Q9DBM0|ABCG8_MOUSE ATP-binding cassette sub-family G member 8 OS=Mus musculus OX=10090 GN=Abcg8 PE=1 SV=1
OG0003332	sp|P35546|RET_MOUSE Proto-oncogene tyrosine-protein kinase receptor Ret OS=Mus musculus OX=10090 GN=Ret PE=1 SV=2
OG0003333	sp|Q8N3C7|CLIP4_HUMAN CAP-Gly domain-containing linker protein 4 OS=Homo sapiens OX=9606 GN=KIF13A PE=1 SV=2
OG0003334	sp|Q86Y56|DAAF5_HUMAN Dynein assembly factor 5 axonemal OS=Homo sapiens OX=9606 GN=DNAAF5 PE=1 SV=4
OG0003335	sp|Q9BST9|RTKN_HUMAN Rhotekin OS=Homo sapiens OX=9606 GN=RTKN PE=1 SV=2
OG0003336	sp|P11414|RPB1_CRIGR DNA-directed RNA polymerase II subunit RPB1 OS=Cricetulus griseus OX=10029 GN=POLR2A PE=2 SV=2
OG0003337	sp|Q9CY21|BUD23_MOUSE Probable 18S rRNA (guanine-N(7))-methyltransferase OS=Mus musculus OX=10090 GN=Bud23 PE=1 SV=1
OG0003338	sp|O13016|PTN1_CHICK Tyrosine-protein phosphatase non-receptor type 1 OS=Gallus gallus OX=9031 GN=PTPN1 PE=1 SV=1
OG0003339	sp|Q6DEL2|CLPT1_DANRE Cleft lip and palate transmembrane protein 1 homolog OS=Danio rerio OX=7955 GN=clptm1 PE=2 SV=1
OG0003340	sp|B4NER4|WUHO_DROWI tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit wuho OS=Drosophila willistoni OX=7260 GN=wuho PE=3 SV=1
OG0003341	sp|O76767|ERD2_DROME ER lumen protein-retaining receptor OS=Drosophila melanogaster OX=7227 GN=KdelR PE=2 SV=1
OG0003343	sp|P35525|CLCN2_RAT Chloride channel protein 2 OS=Rattus norvegicus OX=10116 GN=Clcn2 PE=1 SV=1
OG0003345	sp|Q7XMK8|RH6_ORYSJ DEAD-box ATP-dependent RNA helicase 6 OS=Oryza sativa subsp. japonica OX=39947 GN=Os04g0533000 PE=2 SV=1
OG0003346	sp|P01266|THYG_HUMAN Thyroglobulin OS=Homo sapiens OX=9606 GN=TG PE=1 SV=5
OG0003347	sp|Q9Y2D4|EXC6B_HUMAN Exocyst complex component 6B OS=Homo sapiens OX=9606 GN=EXOC6B PE=1 SV=3
OG0003348	sp|Q9JMD3|STA10_MOUSE START domain-containing protein 10 OS=Mus musculus OX=10090 GN=Stard10 PE=1 SV=1
OG0003349	sp|Q8QGW7|LITAF_CHICK Lipopolysaccharide-induced tumor necrosis factor-alpha factor homolog OS=Gallus gallus OX=9031 GN=LITAF PE=2 SV=1
OG0003351	sp|Q9CZW5|TOM70_MOUSE Mitochondrial import receptor subunit TOM70 OS=Mus musculus OX=10090 GN=Tomm70 PE=1 SV=2
OG0003354	sp|B3EWZ3|CADN_ACRMI Coadhesin (Fragment) OS=Acropora millepora OX=45264 PE=1 SV=1
OG0003355	sp|Q3UZD5|PRDM6_MOUSE Putative histone-lysine N-methyltransferase PRDM6 OS=Mus musculus OX=10090 GN=Prdm6 PE=1 SV=1
OG0003356	sp|Q6P1D7|SLX4_MOUSE Structure-specific endonuclease subunit SLX4 OS=Mus musculus OX=10090 GN=Slx4 PE=1 SV=1
OG0003357	sp|Q9NZU1|FLRT1_HUMAN Leucine-rich repeat transmembrane protein FLRT1 OS=Homo sapiens OX=9606 GN=FLRT1 PE=1 SV=3
OG0003358	sp|O15394|NCAM2_HUMAN Neural cell adhesion molecule 2 OS=Homo sapiens OX=9606 GN=NCAM2 PE=1 SV=2
OG0003359	sp|Q6R748|STXB1_CHICK Syntaxin-binding protein 1 OS=Gallus gallus OX=9031 GN=STXBP1 PE=2 SV=1
OG0003360	sp|O60645|EXOC3_HUMAN Exocyst complex component 3 OS=Homo sapiens OX=9606 GN=EXOC3 PE=1 SV=2
OG0003361	sp|Q54TR1|CFAD_DICDI Counting factor associated protein D OS=Dictyostelium discoideum OX=44689 GN=cfaD PE=1 SV=1
OG0003362	sp|A7SWH1|PESC_NEMVE Pescadillo homolog OS=Nematostella vectensis OX=45351 GN=v1g194255 PE=3 SV=1
OG0003363	sp|P52899|ODPA_CAEEL Probable pyruvate dehydrogenase E1 component subunit alpha mitochondrial OS=Caenorhabditis elegans OX=6239 GN=T05H10.6 PE=3 SV=1
OG0003364	sp|Q6PF21|SYMC_XENLA Methionine--tRNA ligase cytoplasmic OS=Xenopus laevis OX=8355 GN=mars PE=2 SV=1
OG0003365	sp|Q8TDW5|SYTL5_HUMAN Synaptotagmin-like protein 5 OS=Homo sapiens OX=9606 GN=SYTL5 PE=1 SV=1
OG0003366	sp|Q7PPA5|ATC1_ANOGA Calcium-transporting ATPase sarcoplasmic/endoplasmic reticulum type OS=Anopheles gambiae OX=7165 GN=Ca-P60A PE=3 SV=5
OG0003367	sp|Q96T55|KCNKG_HUMAN Potassium channel subfamily K member 16 OS=Homo sapiens OX=9606 GN=KCNK16 PE=1 SV=1
OG0003368	sp|O73817|PSB3_ONCMY Proteasome subunit beta type-3 OS=Oncorhynchus mykiss OX=8022 GN=psmb3 PE=2 SV=1
OG0003371	sp|Q8N6M3|FITM2_HUMAN Fat storage-inducing transmembrane protein 2 OS=Homo sapiens OX=9606 GN=FITM2 PE=2 SV=1
OG0003372	sp|B3P3E8|SUR8_DROER Leucine-rich repeat protein soc-2 homolog OS=Drosophila erecta OX=7220 GN=Sur-8 PE=3 SV=1
OG0003373	sp|P25708|NDUV1_BOVIN NADH dehydrogenase
OG0003374	sp|Q3TMW1|C102A_MOUSE Coiled-coil domain-containing protein 102A OS=Mus musculus OX=10090 GN=Ccdc102a PE=1 SV=2
OG0003375	sp|Q8IZ69|TRM2A_HUMAN tRNA (uracil-5-)-methyltransferase homolog A OS=Homo sapiens OX=9606 GN=TRMT2A PE=1 SV=2
OG0003377	sp|Q5ZML3|SRSF1_CHICK Serine/arginine-rich splicing factor 1 OS=Gallus gallus OX=9031 GN=SRSF1 PE=1 SV=3
OG0003378	sp|Q556S2|PAKH_DICDI Serine/threonine-protein kinase pakH OS=Dictyostelium discoideum OX=44689 GN=pakH-1 PE=3 SV=1
OG0003380	sp|Q4G0U5|PCDP1_HUMAN Cilia- and flagella-associated protein 221 OS=Homo sapiens OX=9606 GN=CFAP221 PE=1 SV=2
OG0003381	sp|Q9LMX4|PPA1_ARATH Probable inactive purple acid phosphatase 1 OS=Arabidopsis thaliana OX=3702 GN=PAP1 PE=2 SV=1
OG0003382	sp|Q9JME5|AP3B2_MOUSE AP-3 complex subunit beta-2 OS=Mus musculus OX=10090 GN=Ap3b2 PE=1 SV=2
OG0003383	sp|P11387|TOP1_HUMAN DNA topoisomerase 1 OS=Homo sapiens OX=9606 GN=TOP1 PE=1 SV=2
OG0003385	sp|Q6GPQ4|SMYD5_XENLA SET and MYND domain-containing protein 5 OS=Xenopus laevis OX=8355 GN=smyd5 PE=2 SV=1
OG0003386	sp|Q6JPI3|MD13L_MOUSE Mediator of RNA polymerase II transcription subunit 13-like OS=Mus musculus OX=10090 GN=Med13l PE=1 SV=2
OG0003387	sp|A1A4H6|DDX27_BOVIN Probable ATP-dependent RNA helicase DDX27 OS=Bos taurus OX=9913 GN=DDX27 PE=2 SV=1
OG0003389	sp|Q96Q83|ALKB3_HUMAN Alpha-ketoglutarate-dependent dioxygenase alkB homolog 3 OS=Homo sapiens OX=9606 GN=ALKBH3 PE=1 SV=1
OG0003390	sp|Q9DB00|GON4L_MOUSE GON-4-like protein OS=Mus musculus OX=10090 GN=Gon4l PE=1 SV=3
OG0003391	sp|A8IKV6|RL19_AZOC5 50S ribosomal protein L19 OS=Azorhizobium caulinodans (strain ATCC 43989 / ORS 571) OX=438753 GN=rplS PE=3 SV=1
OG0003392	sp|Q9D666|SUN1_MOUSE SUN domain-containing protein 1 OS=Mus musculus OX=10090 GN=Sun1 PE=1 SV=2
OG0003393	sp|Q9UNN5|FAF1_HUMAN FAS-associated factor 1 OS=Homo sapiens OX=9606 GN=FAF1 PE=1 SV=2
OG0003394	sp|Q8BTI9|PK3CB_MOUSE Phosphatidylinositol 45-bisphosphate 3-kinase catalytic subunit beta isoform OS=Mus musculus OX=10090 GN=Pik3cb PE=1 SV=2
OG0003395	sp|A5PKG6|UBE4A_BOVIN Ubiquitin conjugation factor E4 A OS=Bos taurus OX=9913 GN=UBE4A PE=2 SV=1
OG0003396	sp|P17764|THIL_RAT Acetyl-CoA acetyltransferase mitochondrial OS=Rattus norvegicus OX=10116 GN=Acat1 PE=1 SV=1
OG0003397	sp|Q9LIC2|TMN7_ARATH Transmembrane 9 superfamily member 7 OS=Arabidopsis thaliana OX=3702 GN=TMN7 PE=2 SV=1
OG0003399	sp|Q6NWX7|NTM1A_DANRE N-terminal Xaa-Pro-Lys N-methyltransferase 1 OS=Danio rerio OX=7955 GN=ntmt1 PE=2 SV=1
OG0003400	sp|Q4KLQ5|WDR76_XENLA WD repeat-containing protein 76 OS=Xenopus laevis OX=8355 GN=wdr76 PE=2 SV=1
OG0003401	sp|O55234|PSB5_MOUSE Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3
OG0003402	sp|Q7TSV9|ENKD1_MOUSE Enkurin domain-containing protein 1 OS=Mus musculus OX=10090 GN=Enkd1 PE=1 SV=1
OG0003403	sp|P54276|MSH6_MOUSE DNA mismatch repair protein Msh6 OS=Mus musculus OX=10090 GN=Msh6 PE=1 SV=3
OG0003404	sp|P56252|ENO_HOMGA Enolase OS=Homarus gammarus OX=6707 PE=1 SV=1
OG0003405	sp|Q09575|YRD6_CAEEL Uncharacterized protein K02A2.6 OS=Caenorhabditis elegans OX=6239 GN=K02A2.6 PE=4 SV=1
OG0003407	sp|Q03111|ENL_HUMAN Protein ENL OS=Homo sapiens OX=9606 GN=MLLT1 PE=1 SV=2
OG0003408	sp|P79100|TRPC4_BOVIN Short transient receptor potential channel 4 OS=Bos taurus OX=9913 GN=TRPC4 PE=2 SV=2
OG0003409	sp|P41044|CAB32_DROME Calbindin-32 OS=Drosophila melanogaster OX=7227 GN=Cbp53E PE=2 SV=1
OG0003410	sp|Q4R4C9|ARFG3_MACFA ADP-ribosylation factor GTPase-activating protein 3 OS=Macaca fascicularis OX=9541 GN=ARFGAP3 PE=2 SV=1
OG0003412	sp|A6LI52|F16PC_PARD8 Fructose-16-bisphosphatase class 3 OS=Parabacteroides distasonis (strain ATCC 8503 / NCTC 11152) OX=435591 GN=fbp PE=3 SV=1
OG0003413	sp|Q5SQI0|ATAT_HUMAN Alpha-tubulin N-acetyltransferase 1 OS=Homo sapiens OX=9606 GN=ATAT1 PE=1 SV=1
OG0003414	sp|Q8MPM1|GELS2_LUMTE Gelsolin-like protein 2 OS=Lumbricus terrestris OX=6398 GN=gelsolin PE=1 SV=1
OG0003415	sp|P70075|ANXA5_CYNPY Annexin A5 OS=Cynops pyrrhogaster OX=8330 PE=2 SV=1
OG0003416	sp|Q6V1X1|DPP8_HUMAN Dipeptidyl peptidase 8 OS=Homo sapiens OX=9606 GN=DPP8 PE=1 SV=1
OG0003417	sp|Q6GNS3|NMD3_XENLA 60S ribosomal export protein NMD3 OS=Xenopus laevis OX=8355 GN=nmd3 PE=2 SV=1
OG0003418	sp|P97364|SPS2_MOUSE Selenide water dikinase 2 OS=Mus musculus OX=10090 GN=Sephs2 PE=1 SV=3
OG0003419	sp|Q1LZH0|U1SBP_BOVIN U11/U12 small nuclear ribonucleoprotein 35 kDa protein OS=Bos taurus OX=9913 GN=SNRNP35 PE=2 SV=1
OG0003420	sp|Q8CHP0|ZC3H3_MOUSE Zinc finger CCCH domain-containing protein 3 OS=Mus musculus OX=10090 GN=Zc3h3 PE=1 SV=1
OG0003421	sp|Q08AX9|K1841_XENLA Uncharacterized protein KIAA1841 homolog OS=Xenopus laevis OX=8355 PE=2 SV=1
OG0003423	sp|A6H611|MIPEP_MOUSE Mitochondrial intermediate peptidase OS=Mus musculus OX=10090 GN=Mipep PE=1 SV=1
OG0003424	sp|A7Z026|PPR37_BOVIN Protein phosphatase 1 regulatory subunit 37 OS=Bos taurus OX=9913 GN=PPP1R37 PE=2 SV=1
OG0003425	sp|Q5FYB0|ARSJ_HUMAN Arylsulfatase J OS=Homo sapiens OX=9606 GN=ARSJ PE=2 SV=1
OG0003426	sp|O94673|YG75_SCHPO Uncharacterized membrane protein C776.05 OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) OX=284812 GN=SPBC776.05 PE=4 SV=2
OG0003427	sp|Q69BJ9|UCRI_AOTAZ Cytochrome b-c1 complex subunit Rieske mitochondrial OS=Aotus azarae OX=30591 GN=UQCRFS1 PE=3 SV=1
OG0003428	sp|F1RD85|LOX3A_DANRE Lysyl oxidase homolog 3A OS=Danio rerio OX=7955 GN=loxl3a PE=2 SV=1
OG0003429	sp|Q0V9C8|KXDL1_XENTR KxDL motif-containing protein 1 OS=Xenopus tropicalis OX=8364 GN=kxd1 PE=2 SV=2
OG0003430	sp|P07154|CATL1_RAT Cathepsin L1 OS=Rattus norvegicus OX=10116 GN=Ctsl PE=1 SV=2
OG0003431	sp|Q8N7A1|KLDC1_HUMAN Kelch domain-containing protein 1 OS=Homo sapiens OX=9606 GN=KLHDC1 PE=2 SV=2
OG0003432	sp|P48855|RS14_PROCL 40S ribosomal protein S14 OS=Procambarus clarkii OX=6728 GN=RPS14 PE=2 SV=1
OG0003433	sp|Q24325|TAF2_DROME Transcription initiation factor TFIID subunit 2 OS=Drosophila melanogaster OX=7227 GN=Taf2 PE=1 SV=2
OG0003434	sp|P28024|PSB4_XENLA Proteasome subunit beta type-4 (Fragment) OS=Xenopus laevis OX=8355 GN=psmb4 PE=2 SV=2
OG0003435	sp|Q6ZQ73|CAND2_MOUSE Cullin-associated NEDD8-dissociated protein 2 OS=Mus musculus OX=10090 GN=Cand2 PE=1 SV=1
OG0003436	sp|Q7KMJ6|NITO_DROME RNA-binding protein spenito OS=Drosophila melanogaster OX=7227 GN=nito PE=1 SV=1
OG0003437	sp|Q3TZI6|CCNJ_MOUSE Cyclin-J OS=Mus musculus OX=10090 GN=Ccnj PE=2 SV=2
OG0003438	sp|Q8BKF1|RPOM_MOUSE DNA-directed RNA polymerase mitochondrial OS=Mus musculus OX=10090 GN=Polrmt PE=1 SV=1
OG0003439	sp|Q4G0Z9|MCMD2_HUMAN Minichromosome maintenance domain-containing protein 2 OS=Homo sapiens OX=9606 GN=MCMDC2 PE=1 SV=3
OG0003440	sp|B1AZI6|THOC2_MOUSE THO complex subunit 2 OS=Mus musculus OX=10090 GN=Thoc2 PE=1 SV=1
OG0003442	sp|Q02399|CDK5_BOVIN Cyclin-dependent-like kinase 5 OS=Bos taurus OX=9913 GN=CDK5 PE=1 SV=2
OG0003443	sp|Q8K2Y0|RN219_MOUSE RING finger protein 219 OS=Mus musculus OX=10090 GN=Rnf219 PE=1 SV=2
OG0003444	sp|Q9QX11|CYH1_MOUSE Cytohesin-1 OS=Mus musculus OX=10090 GN=Cyth1 PE=1 SV=2
OG0003445	sp|Q86UW7|CAPS2_HUMAN Calcium-dependent secretion activator 2 OS=Homo sapiens OX=9606 GN=CADPS2 PE=1 SV=2
OG0003446	sp|Q6NWV3|IF122_MOUSE Intraflagellar transport protein 122 homolog OS=Mus musculus OX=10090 GN=Ift122 PE=1 SV=1
OG0003447	sp|P30419|NMT1_HUMAN Glycylpeptide N-tetradecanoyltransferase 1 OS=Homo sapiens OX=9606 GN=NMT1 PE=1 SV=2
OG0003448	sp|Q3T904|ATG9A_BOVIN Autophagy-related protein 9A OS=Bos taurus OX=9913 GN=ATG9A PE=2 SV=1
OG0003449	sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens OX=9606 GN=MRTO4 PE=1 SV=2
OG0003451	sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2
OG0003452	sp|P61460|DEPD5_MOUSE GATOR complex protein DEPDC5 OS=Mus musculus OX=10090 GN=Depdc5 PE=1 SV=2
OG0003453	sp|O47494|ATP6_METSE ATP synthase subunit a OS=Metridium senile OX=6116 GN=ATPASE6 PE=3 SV=1
OG0003454	sp|P48159|RL23_DROME 60S ribosomal protein L23 OS=Drosophila melanogaster OX=7227 GN=RpL23 PE=1 SV=2
OG0003455	sp|Q9TRY0|FKBP4_BOVIN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Bos taurus OX=9913 GN=FKBP4 PE=1 SV=4
OG0003456	sp|G5ECX0|LPLT2_CAEEL Latrophilin-like protein LAT-2 OS=Caenorhabditis elegans OX=6239 GN=lat-2 PE=2 SV=1
OG0003458	sp|Q9CY50|SSRA_MOUSE Translocon-associated protein subunit alpha OS=Mus musculus OX=10090 GN=Ssr1 PE=1 SV=1
OG0003459	sp|Q9NVP4|DZAN1_HUMAN Double zinc ribbon and ankyrin repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=DZANK1 PE=1 SV=3
OG0003462	sp|Q803I8|SYVN1_DANRE E3 ubiquitin-protein ligase synoviolin OS=Danio rerio OX=7955 GN=syvn1 PE=2 SV=2
OG0003463	sp|Q6DRC4|EIF3G_DANRE Eukaryotic translation initiation factor 3 subunit G OS=Danio rerio OX=7955 GN=eif3g PE=1 SV=1
OG0003465	sp|Q5T0T0|MARH8_HUMAN E3 ubiquitin-protein ligase MARCH8 OS=Homo sapiens OX=9606 GN=MARCH8 PE=1 SV=1
OG0003466	sp|Q5XI97|AASD1_RAT Alanyl-tRNA editing protein Aarsd1 OS=Rattus norvegicus OX=10116 GN=Aarsd1 PE=1 SV=1
